161115917,TYLER,Tina,18853,S 400,Spring Field,New Cicily
-1039875069,LOWERY,Audrey,9435,Navajo,Spring Field,New Cicily
-727017650,DAVIS,Donald,7545,Lee,Spring Field,New Cicily
2060768265,COOPER,Erin,16885,Eleventh,Spring Field,New Cicily
2022322208,NASH,Louise,2145,Mountain View,Spring Field,New Cicily
1590404166,LAMB,Gerald,21958,Mesquite,Spring Field,New Cicily
211637144,LEONARD,Shelley,9829,Mesquite,Spring Field,New Cicily
1835502390,PENNINGTON,Alexandria,14384,Birch,Spring Field,New Cicily
-759233723,CLAYTON,Allan,4177,Wood,Spring Field,New Cicily
2130190874,HESTER,Tom,2730,Columbine,Spring Field,New Cicily
-488228505,SMITH,Dwight,27734,Magnolia,Spring Field,New Cicily
-1898242652,FREDERICK,Earl,13811,Narragansett,Spring Field,New Cicily
38435149,BROWN,Rosemary,22575,Highland,Spring Field,New Cicily
1248397014,HANCOCK,Janice,19033,Center,Spring Field,New Cicily
-2075949757,YU,Carrie,11946,Narragansett,Spring Field,New Cicily
-2012614303,MOLINA,Tom,17626,Juniper,Spring Field,New Cicily
1194665462,BULLOCK,Joseph,25584,Narragansett,Spring Field,New Cicily
-14822317,WOODARD,David,10248,Hampton,Spring Field,New Cicily
1612134230,BOYD,Chelsea,17284,Evergreen,Spring Field,New Cicily
-1954038631,FLORES,Kenneth,25859,Aspen,Spring Field,New Cicily
266460864,HAHN,Kennedy,24983,North,Spring Field,New Cicily
1410503042,NIELSEN,Ronnie,4065,Canyon,Spring Field,New Cicily
551895089,SCHMITT,James,22674,Twelfth,Spring Field,New Cicily
73958240,HAAS,Joel,19031,S 100,Spring Field,New Cicily
1596073824,CHANDLER,Mitchell,254,Highland,Spring Field,New Cicily
907378657,STOKES,Garrett,11860,Ninth,Spring Field,New Cicily
-1303334149,HAYDEN,Yvonne,17574,Main,Spring Field,New Cicily
-1490217154,VILLA,Miguel,26963,Mountain View,Spring Field,New Cicily
233221661,DUNLAP,Manuel,286,Hillside,Spring Field,New Cicily
1311158916,BALDWIN,Arthur,28871,Fourth,Spring Field,New Cicily
-297874274,HARVEY,Bernard,19302,Park,Spring Field,New Cicily
1505660625,MENDEZ,Sandra,21555,Delaware,Spring Field,New Cicily
-1455873586,BRANDT,Kaitlyn,11909,Dogwood,Spring Field,New Cicily
382849045,HARRINGTON,Dale,19100,Aspen,Spring Field,New Cicily
-80316647,ANDRADE,Adam,6175,Juniper,Spring Field,New Cicily
-1471599224,SHAH,Freddie,3277,Lincoln,Spring Field,New Cicily
-2103584720,HAYDEN,Evan,274,Fifth,Spring Field,New Cicily
1768821158,DOYLE,Lorraine,18492,Jackson,Spring Field,New Cicily
1450063317,CHANDLER,Sandra,15620,Kahili,Spring Field,New Cicily
2009264249,SANCHEZ,Dwayne,12901,Eleventh,Spring Field,New Cicily
1414576799,ELLISON,Hailey,4135,Hemlock,Spring Field,New Cicily
807115061,SKINNER,Spencer,1575,S 400,Spring Field,New Cicily
-696833456,MOSS,Fernando,15244,Tenth,Spring Field,New Cicily
1246773171,DAVIDSON,Morris,26521,Cypress,Spring Field,New Cicily
-1755740249,BARRETT,Harry,20488,Lincoln,Spring Field,New Cicily
1191377562,CUNNINGHAM,Shannon,8934,Lakeview,Spring Field,New Cicily
912039820,FRITZ,Danielle,21428,A,Spring Field,New Cicily
-882085115,HARTMAN,Brent,443,Hampton,Spring Field,New Cicily
-1987500266,BOOTH,Kevin,23451,Twelfth,Spring Field,New Cicily
-1137209950,WALTON,Tricia,22014,Pleasant,Spring Field,New Cicily
-1939497655,MOYER,Louis,18451,First,Spring Field,New Cicily
2044784727,CARTER,Beth,22472,Lehua,Spring Field,New Cicily
865998866,AYALA,Andrew,22495,Hillside,Spring Field,New Cicily
609385903,SUAREZ,Ricky,5582,Hillside,Spring Field,New Cicily
-20619984,PATTON,Patricia,21559,Walnut,Spring Field,New Cicily
-1602543319,JIMENEZ,Meredith,9782,Lake,Spring Field,New Cicily
-1641509633,SALINAS,Jose,29314,Thirteenth,Spring Field,New Cicily
-1639634154,WOODARD,Justin,22978,Fourth,Spring Field,New Cicily
593199973,SANDOVAL,Frank,27095,Fifth,Spring Field,New Cicily
-1557776471,MCCORMICK,Bobby,26154,Malulani,Spring Field,New Cicily
-586956123,ROWLAND,Catherine,7997,Sunset,Spring Field,New Cicily
1147045514,SWANSON,Kayla,12313,Tenth,Spring Field,New Cicily
-1001409064,MAYER,Lawrence,7685,Cherry,Spring Field,New Cicily
-2122726857,GEORGE,Liam,23018,Williams,Spring Field,New Cicily
618174033,ESCOBAR,Madeline,12312,Park,Spring Field,New Cicily
-1657376538,PORTER,Gregory,24461,Willow,Spring Field,New Cicily
2051542351,BURTON,Tony,6200,Cottonwood,Spring Field,New Cicily
1500857927,DUKE,Abigail,14241,Tenth,Spring Field,New Cicily
312290069,KHAN,Marilyn,6656,Park,Spring Field,New Cicily
-331974384,DANIELS,Darlene,14737,Lee,Spring Field,New Cicily
1970159743,LARA,April,21506,Pinon,Spring Field,New Cicily
64513290,DAY,Brad,3738,Lehua,Spring Field,New Cicily
-2099782125,HARVEY,Jack,10230,Williams,Spring Field,New Cicily
-1857023099,FLOYD,Oscar,849,Birch,Spring Field,New Cicily
-672873674,PHILLIPS,Elaine,12580,Lee,Spring Field,New Cicily
-115269555,CHAMBERS,Anita,22442,Church,Spring Field,New Cicily
156649930,BOWERS,Steve,15784,Twelfth,Spring Field,New Cicily
156055878,REESE,Felicia,20767,Hill,Spring Field,New Cicily
-1821380803,RIOS,Scott,17811,Smith,Spring Field,New Cicily
-517492098,JENNINGS,Joseph,6125,Park,Spring Field,New Cicily
459608505,BARTON,Ricardo,19875,Quail,Spring Field,New Cicily
-670211254,STEPHENS,Jennifer,8850,Broadway,Spring Field,New Cicily
2085606049,KIM,Caroline,10383,Mountain View,Spring Field,New Cicily
-1223589639,STANLEY,Jeremy,28341,Cedar,Spring Field,New Cicily
1034162653,VAZQUEZ,Joel,13197,Third,Spring Field,New Cicily
-45041234,DAVILA,Kayla,10103,Eleventh,Spring Field,New Cicily
-37753427,BAXTER,Misty,20695,Eighth,Spring Field,New Cicily
199337266,BLANCHARD,Carolyn,6225,Lakeview,Spring Field,New Cicily
253382250,GARCIA,Robyn,23361,Williams,Spring Field,New Cicily
-390622408,BLANCHARD,Elizabeth,2205,Fourth,Spring Field,New Cicily
2088298715,JONES,Chloe,12386,Sixth,Spring Field,New Cicily
