-1426880432,BARR,Benjamin,29837,Sunset,Spring Field,New Cicily
-220248288,FOWLER,Bobby,14688,West,Spring Field,New Cicily
-1843505878,KAISER,Jordan,124,Pine,Spring Field,New Cicily
75839660,CARR,Luis,6066,Lehua,Spring Field,New Cicily
1800609661,HICKS,Leslie,4939,Lee,Spring Field,New Cicily
131713974,CURRY,Erin,20206,Mesquite,Spring Field,New Cicily
2106949231,BOYLE,Derek,41,Smith,Spring Field,New Cicily
2049605275,FLOYD,Barry,29985,Laurel,Spring Field,New Cicily
-1663178883,CONLEY,Raymond,20131,Lincoln,Spring Field,New Cicily
-926010150,PIERCE,Marianne,7612,Third,Spring Field,New Cicily
-1019266223,STONE,Geoffrey,17774,Hemlock,Spring Field,New Cicily
1219595231,BENTLEY,Frederick,25546,Cypress,Spring Field,New Cicily
1349059778,PEREZ,Giselle,27543,Sixth,Spring Field,New Cicily
1420967710,DUNCAN,Melinda,3842,Jackson,Spring Field,New Cicily
-2110115159,LLOYD,Frank,15776,Second,Spring Field,New Cicily
-256807291,AGUILAR,Jill,4287,Twelfth,Spring Field,New Cicily
-1662661366,WATSON,Rick,2566,Lee,Spring Field,New Cicily
-1662348483,WARREN,Ruth,27517,Birch,Spring Field,New Cicily
729723590,LAMBERT,Carl,11521,Bay,Spring Field,New Cicily
383891097,VALDEZ,Harry,17235,Bay,Spring Field,New Cicily
-1411223809,PROCTOR,Shane,21527,Delaware,Spring Field,New Cicily
-38800028,CHURCH,Larry,21239,Malulani,Spring Field,New Cicily
