729723590,LAMBERT,Carl,11521,Bay,Spring Field,New Cicily
2106949231,BOYLE,Derek,41,Smith,Spring Field,New Cicily
1349059778,PEREZ,Giselle,27543,Sixth,Spring Field,New Cicily
1420967710,DUNCAN,Melinda,3842,Jackson,Spring Field,New Cicily
-220248288,FOWLER,Bobby,14688,West,Spring Field,New Cicily
480441277,WEAVER,Carole,1652,Birch,Spring Field,New Cicily
383891097,VALDEZ,Harry,17235,Bay,Spring Field,New Cicily
-38800028,CHURCH,Larry,21239,Malulani,Spring Field,New Cicily
381492716,NAVARRO,Whitney,23831,Laurel,Spring Field,New Cicily
377333722,GAY,Matthew,9931,Magnolia,Spring Field,New Cicily
78241317,STEVENSON,Brad,1319,Second,Spring Field,New Cicily
-1839751572,COLE,Robyn,9823,Airport,Spring Field,New Cicily
-1588053969,SEXTON,Kenneth,14875,Meadow,Spring Field,New Cicily
-398473742,MCMAHON,Lucas,21616,Johnson,Spring Field,New Cicily
82167403,GORDON,Laura,818,Meadow,Spring Field,New Cicily
190496320,FREEMAN,Omar,19067,Quail,Spring Field,New Cicily
854665235,BONILLA,Kyle,18587,Pleasant,Spring Field,New Cicily
173819031,CONNER,Shawn,17209,Sycamore,Spring Field,New Cicily
7945002,RUSH,Elijah,6117,Spruce,Spring Field,New Cicily
-1779456038,NEAL,Traci,29233,Delaware,Spring Field,New Cicily
-2028767426,SANTOS,Jackie,18646,Center,Spring Field,New Cicily
-1712143968,PARK,Jeffrey,14856,Pine,Spring Field,New Cicily
-245904135,BOWERS,Erick,6050,Lehua,Spring Field,New Cicily
1792932087,IBARRA,Christine,10209,Hillside,Spring Field,New Cicily
-1929851588,GARZA,Mario,17309,Narragansett,Spring Field,New Cicily
141089701,RAMOS,Alex,11336,Sycamore,Spring Field,New Cicily
1007727703,ROBERTSON,Ricky,21590,Willow,Spring Field,New Cicily
